Booking ID,Customer ID,Booking Value_fill_scaled,apparent_temperature_dropoff_scaled,Ride Distance_fill_scaled,dew_point_2m_scaled,temperature_2m_dropoff_scaled,precipitation_dropoff_log_scaled,rain_dropoff_log_scaled,dew_point_2m_dropoff_scaled,apparent_temperature_scaled,pick_station_latitude,wind_speed_10m_scaled,drop_station_longitude,temperature_2m_scaled,snowfall_dropoff_log_scaled,pick_longitude,snowfall_log_scaled,relative_humidity_2m_scaled,drop_latitude,drop_longitude,pick_station_longitude,precipitation_log_scaled
"""CNR9795150""","""CID5648245""",-1.0968568,-1.4452055,-0.5488782,-0.6597222,-1.5700935,0.0,0.0,-0.40816328,-1.6842105,30.318413,-0.68333334,78.55041,-1.8958334,0.0,77.08123,0.0,0.53488374,28.680502,77.298485,78.06895,0.0
"""CNR6031132""","""CID7464982""",0.6358165,-1.3630137,-1.2870271,-0.5972222,-1.5607476,0.0,0.0,-0.414966,-1.6466166,28.474245,-0.6333333,77.226006,-1.8645834,0.0,77.22989,0.0,0.627907,24.09749,77.2684,77.027115,0.0
"""CNR9915613""","""CID3322886""",1.0566086,0.19863014,1.2968705,0.5416667,0.18691589,0.18232156,0.18232156,0.46938777,0.04511278,8.881894,0.81666666,73.80178,-0.083333336,0.0,72.65919,0.0,0.55813956,28.653786,77.31225,76.599884,1.410987
"""CNR4205513""","""CID2202699""",0.0,0.12328767,0.001143475,0.27083334,0.3364486,0.0,0.0,-0.027210884,0.11278196,19.043203,-1.2,72.14177,0.052083332,0.0,77.146126,0.0,-0.023255814,28.494017,77.14897,73.02278,0.0
"""CNR1857357""","""CID4367597""",0.003027254,-0.05479452,-0.000467298,0.625,0.26168224,0.0,0.0,-0.26530612,0.32330826,12.24375,0.75,78.46619,0.22916667,0.0,77.09922,0.0,0.3255814,28.56586,77.24855,79.84308,0.0
"""CNR1162291""","""CID5023313""",0.0,-0.034246575,0.001143475,-0.5277778,0.1588785,0.0,0.0,0.08163265,-1.2481203,28.74322,0.03333333,78.38202,-1.28125,0.0,77.23981,0.0,0.046511628,28.63646,77.28681,77.06778,0.0
"""CNR9816484""","""CID5388498""",-2.151312,-0.5958904,1.1576681,-0.5347222,-0.42990655,0.0,0.0,-0.414966,-1.0300752,29.233585,-0.45,77.36427,-1.0208334,0.0,86.38792,0.0,-0.20930232,28.653786,77.31225,79.523674,0.0
"""CNR8718473""","""CID6074231""",-0.013278072,-1.4109589,0.028481131,-0.7013889,-1.5140187,0.0,0.0,-0.5510204,-1.4210526,28.672995,-0.4,77.10534,-1.4895834,0.0,77.221725,0.0,-0.023255814,28.648544,77.20304,77.146126,0.0
"""CNR6399017""","""CID3297391""",0.013829263,0.5958904,0.001991443,0.7222222,0.42990655,0.09531018,0.09531018,0.8367347,0.6315789,28.555119,0.1,77.29579,0.5,0.0,77.298485,0.0,0.20930232,28.61604,77.24721,77.1706,0.8329091
"""CNR9359209""","""CID3236059""",2.6853213,-0.39041096,-0.5052363,0.013888889,-0.40186915,0.0,0.0,0.0952381,-0.65413535,25.02454,-0.33333334,80.95394,-0.75,0.0,77.27633,0.0,0.37209302,28.567816,77.22558,86.17708,0.0
"""CNR9686355""","""CID7860822""",-0.29487658,-0.6849315,0.76338667,-0.0625,-0.62616825,0.0,0.0,-0.3469388,-0.6616541,25.601805,0.016666668,77.31622,-0.6875,0.0,77.06822,0.0,0.1627907,29.25728,78.3989,85.114876,0.0
"""CNR9040134""","""CID9212984""",0.0,0.1780822,0.001143475,-1.1180556,0.91588783,0.0,0.0,-0.99319726,0.11278196,28.67082,2.0,77.3,0.96875,0.0,80.03546,0.0,-1.3255814,28.36005,76.94139,77.27208,0.0
"""CNR4521408""","""CID5233820""",0.0,-1.1780822,0.001143475,-0.3263889,-1.2523365,0.0,0.0,-0.14965986,-1.3308271,28.633667,0.43333334,77.077545,-1.4375,0.0,77.35582,0.0,0.5813953,28.584036,77.217735,77.36926,0.26236427
"""CNR8705289""","""CID5284254""",-0.52259934,0.8150685,-0.999593,0.6388889,0.78504676,0.0,0.0,0.707483,0.7218045,23.052382,0.083333336,75.89194,0.65625,0.0,88.348785,0.0,-0.046511628,8.33702,77.86776,72.53363,0.33647224
"""CNR5008874""","""CID6356906""",-1.2057676,0.11643836,-1.2479,0.47916666,-0.07476635,0.0,0.0,0.6122449,0.067669176,28.501589,-0.41666666,77.20558,-0.104166664,0.0,76.94139,0.0,0.4651163,28.462242,77.03112,77.1973,0.0
"""CNR5990373""","""CID5846618""",-1.4037875,0.8630137,1.6497674,-0.6736111,1.6542056,0.0,0.0,-0.52380955,0.90225565,28.626343,0.78333336,77.31169,1.8333334,0.0,85.17962,0.0,-1.3255814,8.33702,77.86776,77.24662,0.0
"""CNR1266715""","""CID3812616""",0.013549859,0.38356164,-0.001031591,0.6458333,0.08411215,0.0,0.0,0.78911567,0.24060151,25.448442,-0.16666667,77.05582,0.0,0.0,77.2158,0.0,0.627907,28.599482,77.226006,81.83903,0.09531018
"""CNR8810326""","""CID5867618""",-1.0671538,0.42465752,-1.1267563,0.6597222,0.28037384,0.0,0.0,0.7823129,0.41353384,28.65335,0.6333333,77.21312,0.30208334,0.0,77.086876,0.0,0.30232558,12.54443,77.93497,77.18854,0.0
"""CNR1994885""","""CID6954292""",-1.6117083,0.26712328,-1.1703981,0.6666667,0.1495327,1.8405496,1.8405496,0.75510204,0.5037594,28.974506,0.6666667,77.57186,0.41666666,0.0,77.22837,0.0,0.20930232,28.707901,77.12597,77.66338,0.09531018
"""CNR7143921""","""CID3705751""",0.025039341,-1.3767123,0.0,-1.0347222,-1.3271028,0.0,0.0,-0.82312924,-1.3458647,28.655447,0.76666665,76.93171,-1.1875,0.0,77.17898,0.0,-0.6511628,28.141617,77.57186,77.14844,0.0
"""CNR2909331""","""CID3054436""",-0.44339144,-1.1575342,0.4503694,-0.5416667,-1.2429906,0.0,0.0,-0.34013605,-1.3458647,28.6473,0.0,77.400276,-1.40625,0.0,82.99381,0.0,0.1627907,28.61262,77.23014,77.1195,0.0
"""CNR2568733""","""CID4844961""",-0.7503221,-0.41095892,0.87173885,0.2986111,-0.49532712,0.0,0.0,0.292517,-0.2631579,17.409283,0.8,77.61725,-0.30208334,0.0,77.227715,0.0,0.37209302,12.54443,77.93497,78.45524,0.0
"""CNR3222269""","""CID8599283""",0.0,0.5,0.001143475,0.7013889,0.21495327,0.0,0.0,0.8367347,0.40601504,25.0723,-0.36666667,77.22911,0.15625,0.0,77.027115,0.0,0.55813956,28.555119,77.1706,84.01542,0.18232156
"""CNR4203712""","""CID8098758""",-1.9978468,0.38356164,0.83185923,-0.35416666,0.7943925,0.0,0.0,0.034013607,0.18796992,28.545721,0.15,80.34791,0.6458333,0.0,77.17898,0.0,-0.95348835,28.649773,77.13364,77.18016,0.0
"""CNR3473780""","""CID4199066""",-1.6909162,0.4520548,-1.4314967,0.6180556,0.22429906,0.09531018,0.09531018,0.76870745,0.63909775,28.425138,-0.2,77.21574,0.47916666,0.0,74.94837,0.0,0.069767445,30.16623,76.47708,77.05795,0.09531018
"""CNR8165332""","""CID3949133""",0.0,-0.53424656,0.001143475,-0.5694444,-0.42990655,0.0,0.0,-0.20408164,-0.60902256,26.895405,-1.0,77.20943,-0.46875,0.0,77.217735,0.0,-0.627907,28.67079,77.31175,75.76884,0.0
"""CNR1612922""","""CID9742754""",-0.7057677,-0.26027396,1.5677509,0.5069444,-0.028037382,0.0,0.0,-0.040816326,0.2781955,19.016434,-1.0,76.68565,0.114583336,0.0,72.96105,0.0,0.25581396,28.48333,77.3,73.08066,0.0
"""CNR7113647""","""CID2464324""",-2.0523024,0.8561644,0.4375778,0.8541667,1.5981308,0.0,0.0,-0.3809524,1.1729324,22.97448,0.93333334,77.217735,1.0729166,0.0,77.21239,0.0,-0.11627907,28.98153,77.71799,88.53007,0.0
"""CNR7646492""","""CID2376898""",-0.013278072,-0.7328767,0.028481131,-0.22916667,-0.69158876,0.0,0.0,-0.14965986,-0.35338345,23.35036,0.36666667,77.51005,-0.16666667,0.0,77.13126,0.0,-0.4651163,28.52949,77.154465,85.3098,0.0
"""CNR4749777""","""CID6486361""",-0.013278072,0.04109589,0.028481131,0.6875,0.40186915,0.0,0.0,-0.33333334,0.35338345,9.367226,-0.3,77.20963,0.104166664,0.0,77.02708,0.0,0.5813953,28.4601,77.02635,76.8434,0.0
"""CNR9126599""","""CID6129328""",0.39324224,-0.3219178,-0.45632738,0.5208333,-0.009345794,0.0,0.0,-0.5102041,0.067669176,22.24338,0.8333333,74.92835,-0.03125,0.0,79.60569,0.0,0.44186047,29.89577,79.33471,68.96886,0.0
"""CNR1790891""","""CID5760879""",0.0,-0.8767123,0.001143475,0.35416666,-0.95327103,0.0,0.0,-0.34013605,-0.17293233,12.51609,-0.41666666,77.29075,-0.32291666,0.0,77.93497,0.0,0.4883721,28.649773,77.13364,78.48685,0.0
"""CNR8045924""","""CID6984245""",-1.0919063,0.41095892,-1.4360113,0.6736111,0.18691589,0.0,0.0,0.78911567,0.40601504,28.67318,-0.5,77.23419,0.17708333,0.0,77.03112,0.0,0.4651163,28.633667,77.36926,77.1215,0.0
"""CNR1568732""","""CID7618943""",0.6655195,-0.77397263,0.85067034,-0.47916666,-0.8598131,0.0,0.0,0.027210884,-0.2857143,23.28571,-0.71666664,77.33438,-0.03125,0.0,81.80438,0.0,-0.76744187,10.727921,79.0172,80.03115,0.0
"""CNR8250644""","""CID6490728""",1.4080937,-0.42465752,-0.37130105,-0.7361111,-0.23364486,0.0,0.0,-0.40816328,-0.32330826,25.37841,-0.06666667,77.99873,0.072916664,0.0,80.96581,0.0,-1.0,12.979087,77.567856,81.5113,0.0
"""CNR4487539""","""CID2331290""",0.013829263,-0.60273975,0.001991443,-0.1388889,-0.6168224,0.0,0.0,-0.027210884,-0.7443609,28.467205,-0.03333333,77.08174,-0.7604167,0.0,77.20925,0.0,0.13953489,28.579315,77.05582,77.077545,0.0
"""CNR3611936""","""CID8817125""",-1.8047776,1.0,-1.6828134,-0.097222224,1.4953271,0.0,0.0,-0.19727892,1.1654135,28.70532,-0.93333334,75.820404,1.6354166,0.0,74.87468,0.0,-1.1162791,28.719612,77.10045,77.17827,0.0
"""CNR9762185""","""CID1943565""",-0.44339144,-0.30136988,0.36007592,0.048611112,-0.3271028,0.0,0.0,0.18367347,-0.32330826,28.626343,-0.06666667,76.93171,-0.29166666,0.0,87.09006,0.0,-0.046511628,28.685629,77.400276,77.24662,0.0
"""CNR3380197""","""CID7345581""",2.4179947,-0.75342464,-0.12148915,-0.38194445,-0.8317757,0.0,0.0,-0.23129252,-0.88721806,28.598492,-1.0666667,77.17049,-0.9375,0.0,83.39183,0.0,-0.069767445,28.641645,77.2388,77.202965,0.0
"""CNR9242260""","""CID8414323""",0.013549859,-0.20547946,-0.001031591,0.027777778,0.14018692,0.0,0.0,-0.43537414,-0.18796992,28.534342,0.21666667,77.59341,-0.0625,0.0,77.23378,0.0,-0.25581396,28.994528,77.025925,77.21239,0.0
"""CNR5147575""","""CID2995993""",0.56650954,0.39726028,-0.3178774,-0.6458333,0.47663552,0.0,0.0,0.1292517,-1.0977443,28.51489,3.2,78.38202,-0.8125,0.0,87.09006,0.0,-0.4883721,28.626343,77.24662,77.267715,0.0
"""CNR9706736""","""CID4989610""",0.003027254,0.6164383,-0.000467298,0.6597222,0.41121495,0.0,0.0,0.82312924,0.24812031,28.598492,0.55,81.44851,0.0625,0.0,75.820404,0.0,0.5813953,28.69422,77.20943,77.202965,2.2082744
"""CNR5575721""","""CID4457460""",0.013549859,0.5479452,-0.001031591,0.6666667,0.39252338,0.0,0.0,0.70068026,0.17293233,22.549467,1.9666667,77.18854,0.083333336,0.0,77.12799,0.0,0.5813953,28.690987,77.178375,88.348785,1.0647107
"""CNR3325434""","""CID4902038""",0.041757084,-0.8356164,-0.037215266,0.11111111,-0.8785047,0.0,0.0,-0.27891156,-0.2631579,22.24338,0.15,77.03112,-0.22916667,0.0,77.22258,0.0,0.0,28.203962,76.858475,68.96886,0.0
"""CNR2184878""","""CID3295376""",-0.30477756,-0.8561644,-0.47288117,-0.027777778,-0.7196262,0.0,0.0,-0.42857143,-0.24060151,19.0829,0.68333334,77.1093,-0.0625,0.0,76.73144,0.0,-0.3255814,28.683449,77.017136,72.83629,0.0
"""CNR3653373""","""CID5230912""",3.1259155,0.30136988,-0.34195566,0.7291667,0.046728972,0.0,0.0,0.7619048,0.5338346,25.0723,-1.0,77.202965,0.25,0.0,76.94139,0.0,0.4883721,28.545721,77.18016,84.01542,0.0
"""CNR8316148""","""CID9799392""",-1.948342,0.47945204,-1.6308948,0.013888889,0.5140187,0.0,0.0,0.30612245,-0.20300752,30.56532,-0.18333334,77.31225,-0.17708333,0.0,73.96285,0.0,-0.18604651,28.65335,77.18854,77.27633,0.0
"""CNR2942727""","""CID2586764""",1.3288858,-0.30821916,0.3563137,-0.1736111,-0.38317758,0.0,0.0,0.2857143,-0.60902256,22.72423,0.31666666,77.08732,-0.5208333,0.0,79.84308,0.0,-0.13953489,28.50984,77.09219,75.89747,0.0
"""CNR3153492""","""CID8612142""",0.013549859,-0.21232876,-0.001031591,0.2847222,-0.37383178,0.0,0.0,0.414966,-0.2857143,28.467205,-0.38333333,77.184494,-0.42708334,0.0,77.12725,0.0,0.4883721,26.913906,77.29423,77.077545,0.0
"""CNR2379240""","""CID8357047""",-0.36418352,-0.25342464,0.2803167,0.6597222,-0.40186915,0.0,0.0,0.48979592,0.2556391,28.67318,0.6166667,73.77313,0.083333336,0.0,77.22837,0.0,0.55813956,26.913906,77.29423,77.1215,0.0
"""CNR5164080""","""CID6295186""",-0.43349043,-0.10958904,-1.5947773,0.625,-0.093457945,0.09531018,0.09531018,0.48979592,0.31578946,28.549183,0.083333336,73.73794,0.14583333,0.0,72.79208,0.0,0.44186047,28.464584,76.98282,77.25323,0.18232156
"""CNR6792959""","""CID1292514""",0.120965004,0.11643836,-1.3735584,0.41666666,-0.009345794,0.0,0.0,0.53741497,0.05263158,28.549183,-0.33333334,77.57186,-0.0625,0.0,77.51005,0.0,0.30232558,28.682968,77.2875,77.25323,0.0
"""CNR1137548""","""CID8237237""",-0.84933203,0.53424656,-1.5270573,0.013888889,0.69158876,0.0,0.0,0.2585034,0.39097744,28.452032,-0.016666668,77.12701,0.6354167,0.0,78.45524,0.0,-0.6976744,29.206423,79.49195,77.007195,0.0
"""CNR1599638""","""CID5589642""",-1.7750746,-0.2260274,0.1095116,-0.06944444,-0.12149533,0.0,0.0,0.06802721,-0.3007519,28.491735,-0.55,77.09922,-0.23958333,0.0,74.87468,0.0,-0.23255815,28.631678,77.21962,77.08197,0.0
"""CNR5491427""","""CID5889081""",0.0,0.60958904,0.001143475,0.5486111,0.48598132,0.0,0.0,0.7619048,0.2857143,8.881894,1.6333333,77.02635,0.20833333,0.0,77.27942,0.0,0.23255815,28.631678,77.21962,76.599884,0.0
"""CNR5560363""","""CID5421120""",0.025039341,-0.69863015,0.0,-0.097222224,-0.5420561,0.0,0.0,-0.3469388,0.39849624,19.067684,0.33333334,77.23419,0.6770833,0.0,77.57186,0.0,-0.7906977,28.541252,77.1551,72.89289,0.0
"""CNR5175141""","""CID3058611""",-1.6810151,0.5958904,-0.19899103,0.5972222,0.5140187,0.0,0.0,0.72789115,0.62406015,28.6626,0.3,77.21225,0.5833333,0.0,77.51005,0.0,-0.046511628,28.974506,77.66338,77.23378,0.0
"""CNR5233684""","""CID5630879""",-1.7008172,0.26712328,-1.5691942,0.3402778,0.1682243,0.0,0.0,0.5170068,0.34586465,28.676851,-1.2166667,77.025925,0.32291666,0.0,82.73053,0.0,-0.1627907,26.7133,80.96581,77.22503,0.0
"""CNR3853770""","""CID4036511""",-0.06220331,-1.0068493,1.1110165,0.27083334,-1.0841122,0.0,0.0,-0.24489796,-0.18796992,19.067684,0.21666667,76.94139,-0.23958333,0.0,72.89289,0.0,0.25581396,15.339041,76.45432,72.89289,0.0
"""CNR8653995""","""CID9270502""",0.003027254,-0.47945204,-0.000467298,-0.7430556,-0.1588785,0.0,0.0,-0.5986394,-0.5714286,28.63744,0.85,77.13364,-0.1875,0.0,77.147964,0.0,-0.90697676,29.388567,76.98401,77.13041,0.0
"""CNR2744170""","""CID5297359""",1.7694799,0.7191781,1.8446507,0.5416667,0.5140187,0.09531018,0.09531018,0.6666667,0.7368421,28.567816,-1.1166667,77.007195,0.5625,0.0,88.53007,0.0,-0.093023255,27.24801,78.75845,77.22558,0.0
"""CNR4594785""","""CID3276954""",0.013829263,0.4178082,0.001991443,0.2777778,0.20560747,0.0,0.0,0.7755102,-0.43609023,12.54443,2.7333333,77.17898,-0.35416666,0.0,77.094734,0.0,0.37209302,28.504114,77.09678,77.93497,0.0
"""CNR2267059""","""CID7266320""",0.003027254,0.4178082,-0.000467298,-0.7777778,0.43925235,0.0,0.0,0.6938776,-0.20300752,28.631678,1.9666667,80.19941,0.42708334,0.0,77.3,0.0,-1.1162791,28.574734,77.35616,77.21962,0.0
"""CNR1360394""","""CID7064603""",-1.898837,-0.79452056,0.807781,-0.1875,-0.7570093,0.0,0.0,-0.26530612,-1.0977443,28.651484,-0.31666666,75.54525,-1.25,0.0,77.09427,0.0,0.627907,28.493439,77.147964,77.238174,0.0
"""CNR1148857""","""CID1092626""",-1.5919063,-0.7671233,-1.7700971,-0.5833333,-0.71028036,0.0,0.0,-0.414966,-0.88721806,28.549183,-0.46666667,77.236664,-0.8125,0.0,77.49596,0.0,-0.41860464,28.36005,76.94139,77.25323,0.0
"""CNR6372116""","""CID4733555""",-1.7206192,0.8287671,-0.30884808,-0.29166666,1.5607476,0.0,0.0,-0.17006803,0.87218046,28.669952,2.1833334,77.07272,1.7604166,0.0,79.50123,0.0,-1.2093023,26.96641,81.2188,77.09568,0.0
"""CNR4472120""","""CID9048186""",0.003027254,-1.0479453,-0.000467298,0.1736111,-1.0,0.0,0.0,-0.6938776,-0.120300755,19.116503,0.4,79.184,-0.052083332,0.0,72.96475,0.0,-0.069767445,19.067684,72.89289,72.88676,0.0
"""CNR7669864""","""CID4788350""",4.076411,0.23972602,-1.3908646,0.5069444,0.009345794,0.0,0.0,0.72789115,-0.060150377,24.62422,0.41666666,77.178375,-0.22916667,0.0,77.69183,0.0,0.6511628,28.579315,77.05582,77.59341,0.09531018
"""CNR6440553""","""CID3805346""",-0.013278072,0.30136988,0.028481131,-0.2638889,0.8317757,0.0,0.0,-0.15646258,0.2932331,28.665752,1.3833333,77.23724,0.875,0.0,78.38202,0.0,-0.9767442,10.852782,78.71482,77.21747,0.0
"""CNR6324960""","""CID2615283""",-1.5671538,-0.5479452,1.7159827,-0.6666667,-0.28037384,0.0,0.0,-0.5578231,-0.60902256,28.631678,0.46666667,77.20943,-0.30208334,0.0,78.06895,0.0,-0.7906977,28.617956,77.27942,77.21962,0.0
"""CNR5990297""","""CID4123168""",-1.8641835,-1.7123288,-1.4600896,-0.7013889,-1.9158878,0.0,0.0,-0.60544217,-1.9172932,28.61262,0.36666667,77.71799,-2.1041667,0.0,80.96581,0.0,0.74418604,12.936003,80.19941,77.23014,0.0
"""CNR7514556""","""CID8378891""",2.299183,-0.4041096,-1.2652062,-0.5833333,-0.5420561,0.0,0.0,0.21768707,-1.0150375,25.536083,-1.15,85.774055,-1.0416666,0.0,76.96821,0.0,-0.25581396,28.643726,77.11282,82.06294,0.0
"""CNR2711276""","""CID7039056""",-1.4037875,-0.75342464,-1.3193823,-1.3194444,-0.62616825,0.0,0.0,-0.5170068,-0.6165413,22.725468,1.1833333,77.04513,-0.072916664,0.0,76.858475,0.0,-1.2325581,25.471924,81.44851,75.89075,0.0
"""CNR7918148""","""CID5440771""",-0.7552726,-0.9726027,1.5060503,-0.16666667,-1.1495327,0.18232156,0.18232156,-0.040816326,-1.0676692,28.466677,-0.46666667,77.30163,-1.2395834,0.0,77.12283,0.0,0.6511628,30.896984,75.820404,77.51005,0.0
"""CNR4099178""","""CID6291059""",0.9278957,-0.30821916,-0.64744854,0.5555556,-0.36448598,0.0,0.0,0.20408164,0.22556391,12.99667,-0.03333333,77.25323,0.072916664,0.0,83.39183,0.0,0.39534885,28.56103,77.20419,80.26028,0.09531018
"""CNR4995426""","""CID6493026""",0.0,0.45890412,0.001143475,0.6388889,0.26168224,0.0,0.0,0.82312924,0.24060151,22.598003,1.3666667,77.71799,0.14583333,0.0,77.21225,0.0,0.44186047,28.690987,77.178375,88.372955,0.18232156
"""CNR1266222""","""CID3856089""",-1.0523024,-0.10958904,-1.3735584,0.39583334,-0.1495327,0.0,0.0,0.3877551,-0.20300752,10.01622,-0.31666666,74.19094,-0.39583334,0.0,75.70859,0.0,0.6511628,31.44451,75.395,76.95247,0.0
"""CNR3231523""","""CID3210010""",-0.14636172,-0.37671232,-1.0627984,-0.6666667,-0.41121495,0.0,0.0,0.04761905,-0.66917294,28.51489,0.4,77.09922,-0.38541666,0.0,77.01959,0.0,-0.74418604,12.99032,80.26611,77.267715,0.0
"""CNR7149749""","""CID7641001""",-0.8740845,-1.2397261,0.63170874,-0.16666667,-1.4205607,0.0,0.0,-0.25170067,-1.1428572,28.51489,0.13333334,77.12799,-1.28125,0.0,80.38091,0.0,0.7209302,11.014403,76.932,77.267715,0.09531018
"""CNR3744944""","""CID8514317""",-2.1265597,-1.5821918,-0.95745605,-0.47916666,-1.6728972,0.0,0.0,-1.1088436,-1.5263158,28.55001,-0.13333334,77.10925,-1.6979166,0.0,76.284134,0.0,0.627907,31.95845,77.10925,77.185616,0.0
"""CNR1133269""","""CID3032265""",0.26452938,-1.5958904,-0.7302175,-0.7291667,-1.7757009,0.0,0.0,-0.53741497,-1.8646617,29.01947,-0.28333333,77.31175,-2.0833333,0.0,79.84308,0.0,0.6511628,28.6434,77.33814,76.96821,0.0
"""CNR4486856""","""CID5345124""",0.025039341,0.5273973,0.0,0.5902778,0.62616825,0.0,0.0,0.70068026,0.5413534,28.539013,2.1333334,77.08953,0.6770833,0.0,77.24855,0.0,-0.13953489,28.567593,77.1644,77.22837,0.0
"""CNR2839024""","""CID2185998""",-1.82953,-1.0753424,0.80853343,-0.9513889,-1.1682243,0.0,0.0,-0.36734694,-1.518797,30.318413,-1.1333333,77.192215,-1.625,0.0,77.09597,0.0,-0.25581396,28.464584,76.98282,78.06895,0.0
"""CNR4244525""","""CID7252653""",-0.0770548,0.10273973,0.94924074,-1.4444444,0.7570093,0.0,0.0,-1.244898,0.16541353,28.542301,0.6,77.29579,0.9791667,0.0,80.26611,0.0,-1.4186046,28.712133,77.135445,77.25673,0.0
"""CNR5020283""","""CID6579848""",0.0,-0.53424656,0.001143475,-0.45833334,-0.36448598,0.0,0.0,-0.40136054,-0.5263158,25.26761,0.9,77.03112,-0.25,0.0,77.34444,0.0,-0.6511628,28.48333,77.3,85.76385,0.0
"""CNR5955930""","""CID6160036""",-1.3196291,-2.541096,-1.2840173,0.15972222,-2.8971963,0.0,0.0,-1.6802721,-0.30827066,12.24375,1.3333334,75.70859,-0.20833333,0.0,80.26611,0.0,0.046511628,28.35527,79.41784,79.84308,0.0
"""CNR7995906""","""CID2761349""",0.013829263,0.2260274,0.001991443,0.6597222,0.028037382,1.4816046,1.4816046,0.78911567,0.30827066,30.896984,-0.46666667,77.20925,0.052083332,0.0,77.23337,0.0,0.60465115,28.666765,77.22911,75.820404,0.0
"""CNR7131648""","""CID9028604""",4.4031434,0.5479452,-0.54812574,0.6180556,0.34579438,0.09531018,0.09531018,0.7482993,0.57894737,28.643726,0.083333336,77.05795,0.5208333,0.0,85.76385,0.0,0.046511628,28.614937,77.022766,77.11282,0.09531018
"""CNR5176593""","""CID7619160""",0.23482639,-0.8150685,0.2803167,0.0,-0.85046726,0.0,0.0,-0.15646258,-0.19548872,19.129297,2.1166666,77.1973,0.114583336,0.0,77.27208,0.0,-0.41860464,28.651484,77.238174,72.86011,0.0
"""CNR9607432""","""CID7753072""",0.0,-0.28082192,0.001143475,0.2847222,-0.41121495,0.0,0.0,0.3605442,-0.07518797,25.68331,-0.3,77.99873,-0.13541667,0.0,77.43225,0.0,0.1627907,28.621948,77.08732,82.73053,0.0
"""CNR2924359""","""CID1568208""",-1.7998271,0.0890411,0.50003076,0.5347222,-0.1495327,0.18232156,0.18232156,0.6394558,0.10526316,30.552355,0.55,77.13942,-0.010416667,0.0,75.89075,0.0,0.44186047,21.210127,72.79208,75.6543,0.0
"""CNR5952826""","""CID9709250""",0.025039341,0.37671232,0.0,0.0625,0.5233645,0.0,0.0,0.27891156,0.37593985,28.52542,-0.8333333,77.51005,0.6041667,0.0,77.18975,0.0,-0.627907,28.52202,77.20925,77.18773,0.0
"""CNR2109261""","""CID8192439""",-0.00279737,-1.1849315,-0.32464942,-0.31944445,-1.1775701,0.0,0.0,-0.72789115,-1.1278195,26.14163,-0.6666667,77.51005,-1.2708334,0.0,75.83322,0.0,0.39534885,28.664396,77.21225,91.78166,0.0
"""CNR5053726""","""CID3918988""",0.003027254,-1.5753424,-0.000467298,-0.6319444,-1.7476635,0.0,0.0,-0.48979592,-1.7593985,28.503868,0.13333334,77.05582,-1.9375,0.0,77.192215,0.0,0.6511628,27.182247,77.995,77.08123,0.0
"""CNR3789976""","""CID7206754""",-0.70081717,0.061643835,-0.2930467,-0.75,0.3271028,0.0,0.0,-0.08163265,-0.66917294,32.69978,-1.0666667,77.10045,-0.5,0.0,77.3,0.0,-0.76744187,28.679125,77.09597,75.49758,0.0
"""CNR1492616""","""CID5179208""",0.025039341,-0.6164383,0.0,-0.49305555,-0.6542056,0.0,0.0,-0.25170067,-0.7368421,28.4121,-0.06666667,77.24021,-0.6979167,0.0,77.59341,0.0,-0.41860464,28.4601,77.02635,77.04708,0.0
"""CNR6904008""","""CID4633039""",-0.9681439,0.36301368,-0.48115808,0.7083333,0.5233645,0.0,0.0,0.3197279,0.39849624,22.16404,-0.6333333,77.51005,0.114583336,0.0,81.77472,0.0,0.60465115,17.987476,79.60039,87.09006,0.0
"""CNR1629951""","""CID7866919""",-0.879035,0.32876712,1.566246,0.6666667,0.08411215,0.4054651,0.4054651,0.7823129,0.33082706,28.616184,0.083333336,77.20558,0.13541667,0.0,90.52478,0.0,0.5116279,26.7133,80.96581,77.1093,0.18232156
"""CNR5299667""","""CID9719242""",9.185322,0.43150684,1.6347185,-0.8125,0.7383177,0.0,0.0,0.3265306,0.30827066,28.6536,-0.05,79.59649,0.96875,0.0,79.5027,0.0,-1.2325581,28.610394,77.213104,77.29579,0.0
"""CNR5645771""","""CID9796512""",-1.5968568,0.94520545,-1.3840926,0.20833333,1.4299065,0.0,0.0,0.040816326,0.7669173,17.409283,0.25,77.21962,1.0625,0.0,77.18921,0.0,-0.74418604,28.690987,77.178375,78.45524,0.0
"""CNR5704091""","""CID6454347""",-1.0027974,0.30821916,1.6587968,-0.8055556,0.86915886,0.0,0.0,-0.44217688,0.16541353,28.98153,0.31666666,77.21312,0.8020833,0.0,77.21992,0.0,-1.2093023,28.667273,77.228546,77.71799,0.0
"""CNR4137553""","""CID6427106""",1.2694799,-0.15068494,-1.0665606,0.4375,-0.056074765,0.0,0.0,0.1904762,0.04511278,28.598492,-0.53333336,77.93497,-0.114583336,0.0,81.97291,0.0,0.39534885,28.666765,77.22911,77.202965,0.0
"""CNR2020875""","""CID5822747""",-0.74537164,-0.09589041,1.539158,0.49305555,-0.27102804,0.0,0.0,0.53741497,0.13533835,22.24338,1.3166667,73.89728,0.13541667,0.0,76.858475,0.0,0.20930232,28.676851,77.22503,68.96886,0.0
"""CNR5698262""","""CID9842158""",-2.1760647,0.10958904,-0.14331007,0.6388889,0.07476635,1.1631508,1.1631508,0.67346936,0.34586465,22.16404,0.6333333,77.12701,0.22916667,0.0,88.34913,0.0,0.37209302,28.6626,77.23378,87.09006,0.18232156
