hour,temperature_2m_pickup,relative_humidity_2m_pickup,dew_point_2m_pickup,precipitation_pickup,snowfall_pickup,wind_speed_10m_pickup,AvgVTAT_missing_flag,DriverRatings_missing_flag,Avg VTAT_fill,Avg CTAT_fill,Booking Value_fill,Ride Distance_fill,Driver Ratings_fill,Customer Rating_fill,Vehicle Type_Bike,Vehicle Type_Go Mini,Vehicle Type_Go Sedan,Vehicle Type_Premier Sedan,Vehicle Type_Uber XL,Vehicle Type_eBike,Vehicle Type
10,17.2,61.0,9.5,0.0,0.0,3.3,0,1,5.4,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
5,26.6,87.0,24.3,0.1,0.0,11.4,0,1,6.6,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
18,26.2,97.0,25.6,1.5,0.0,9.4,0,0,5.4,40.3,1544.0,30.9,3.3,4.1,False,False,True,False,False,False,Go Sedan
17,19.3,76.0,15.1,0.0,0.0,5.4,0,0,11.7,25.7,219.0,2.2,4.3,4.4,False,True,False,False,False,False,Go Mini
19,19.6,61.0,12.0,0.0,0.0,4.0,0,0,8.1,25.0,617.0,24.86,4.6,3.6,False,False,False,False,False,False,Auto
5,30.1,77.0,25.6,0.2,0.0,8.8,0,1,10.5,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
10,25.0,33.0,7.5,0.0,0.0,7.3,0,1,4.0,12.5,193.0,13.33,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
12,29.8,66.0,22.8,0.0,0.0,22.3,0,0,6.0,27.0,189.0,26.92,4.2,4.3,True,False,False,False,False,False,Bike
13,31.7,76.0,26.8,0.1,0.0,1.1,0,1,4.7,29.14832349978414,503.25600805871346,24.991942725572027,4.2249407676512405,4.4044700679197595,False,False,False,False,False,True,eBike
12,31.8,25.0,9.2,0.0,0.0,16.0,0,0,5.3,16.3,785.0,6.33,4.4,3.4,False,False,False,False,False,False,Auto
7,23.3,34.0,6.5,0.0,0.0,13.6,1,1,8.48983193277311,29.14832349978414,503.25600805871346,24.991942725572027,4.2249407676512405,4.4044700679197595,False,False,False,False,False,True,eBike
23,26.5,96.0,25.8,0.0,0.0,5.0,0,0,8.2,27.2,321.0,43.83,4.7,4.5,True,False,False,False,False,False,Bike
6,33.6,65.0,26.0,0.0,0.0,4.7,0,0,3.0,37.4,460.0,8.77,4.3,3.7,False,False,True,False,False,False,Go Sedan
7,27.2,75.0,22.3,0.0,0.0,11.2,0,0,2.5,16.1,102.0,37.52,5.0,4.4,False,False,True,False,False,False,Go Sedan
11,28.1,68.0,21.7,0.0,0.0,20.1,0,0,13.6,39.7,482.0,33.33,4.0,4.8,False,False,True,False,False,False,Go Sedan
17,6.1,93.0,5.1,0.0,0.0,7.9,0,1,8.2,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
9,26.0,57.0,16.8,0.0,0.0,8.4,0,1,9.5,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
19,20.5,65.0,13.6,0.0,0.0,14.7,0,1,12.7,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
15,22.9,90.0,21.2,6.3,0.0,14.8,0,1,3.3,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
20,15.2,71.0,10.1,0.0,0.0,6.5,0,1,8.0,29.23264476803251,503.83101930240434,24.48038266169997,4.238222222222222,4.404481481481481,False,False,False,False,True,False,Uber XL
6,25.3,34.0,8.2,0.0,0.0,7.6,0,1,9.4,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
11,29.7,66.0,22.7,0.0,0.0,22.9,0,0,10.1,33.3,120.0,46.92,4.0,4.0,False,False,False,True,False,False,Premier Sedan
16,25.2,92.0,23.8,0.1,0.0,21.2,0,0,10.8,36.2,885.0,23.44,4.2,4.0,False,False,False,True,False,False,Premier Sedan
17,35.2,16.0,5.3,0.0,0.0,14.6,0,0,11.4,27.7,422.0,7.48,4.2,4.2,False,False,True,False,False,False,Go Sedan
10,32.9,46.0,19.7,0.0,0.0,25.5,0,1,3.4,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
11,15.1,68.0,9.2,0.0,0.0,6.8,0,0,5.4,33.1,57.0,27.09,3.2,4.6,True,False,False,False,False,False,Bike
7,0.4,61.0,-6.3,0.0,0.0,6.6,0,0,3.1,43.5,86.0,4.36,4.7,4.4,False,False,True,False,False,False,Go Sedan
9,25.8,62.0,17.9,0.5,0.0,2.4,0,1,9.2,18.0,722.0,9.81,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
12,31.7,66.0,24.6,0.0,0.0,15.8,0,1,12.6,29.210539523212045,509.4071936428273,24.646159765788376,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
10,22.4,16.0,-5.0,0.0,0.0,9.2,0,0,13.5,39.0,752.0,47.1,4.1,4.4,False,True,False,False,False,False,Go Mini
19,20.5,65.0,13.6,0.0,0.0,14.7,0,0,14.5,20.8,381.0,49.28,4.2,4.2,False,True,False,False,False,False,Go Mini
18,14.5,78.0,10.7,0.0,0.0,5.0,0,0,2.7,22.1,122.0,20.1,4.7,4.9,True,False,False,False,False,False,Bike
11,27.4,87.0,25.1,0.2,0.0,19.2,0,0,14.5,27.8,518.0,18.51,3.5,4.6,False,True,False,False,False,False,Go Mini
16,14.9,94.0,14.0,0.0,0.0,11.2,0,1,10.6,29.14832349978414,503.25600805871346,24.991942725572027,4.2249407676512405,4.4044700679197595,False,False,False,False,False,True,eBike
16,27.8,87.0,25.4,0.0,0.0,6.8,0,1,7.7,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
9,35.2,55.0,24.9,0.0,0.0,6.8,1,1,8.446660167213212,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
19,18.0,88.0,15.9,0.0,0.0,13.7,0,0,14.9,29.0,752.0,38.24,3.1,4.3,False,False,False,False,False,True,eBike
15,18.6,61.0,10.9,0.0,0.0,9.7,0,1,13.4,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
2,14.7,71.0,9.6,0.0,0.0,7.2,0,1,11.7,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
6,34.7,50.0,22.9,0.0,0.0,10.5,0,0,9.7,21.5,1889.0,38.65,4.4,4.8,False,True,False,False,False,False,Go Mini
17,15.2,71.0,10.0,0.0,0.0,4.1,0,0,5.6,19.6,524.0,11.03,3.7,4.1,False,True,False,False,False,False,Go Mini
20,18.7,68.0,12.7,0.0,0.0,7.0,0,0,13.6,41.0,393.0,13.07,3.6,4.1,False,False,True,False,False,False,Go Sedan
18,24.9,49.0,13.4,0.0,0.0,4.7,0,0,2.6,25.3,429.0,31.83,4.2,5.0,False,False,True,False,False,False,Go Sedan
7,40.0,20.0,12.5,0.0,0.0,8.5,0,0,5.7,22.1,397.0,48.75,4.1,4.2,False,False,False,False,False,False,Auto
16,29.1,79.0,25.1,0.0,0.0,6.5,0,0,3.9,20.3,740.0,41.09,3.7,5.0,True,False,False,False,False,False,Bike
9,34.0,57.0,24.2,0.0,0.0,7.9,0,0,4.7,32.1,127.0,24.44,4.4,4.6,False,False,False,False,False,False,Auto
11,33.7,63.0,25.6,0.0,0.0,6.4,0,0,11.8,34.2,356.0,18.2,4.9,4.4,True,False,False,False,False,False,Bike
9,29.7,39.0,14.1,0.0,0.0,12.2,0,1,4.5,24.2,436.0,4.47,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
12,20.9,68.0,14.9,0.0,0.0,9.6,0,1,6.0,18.3,207.0,19.33,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
7,34.6,20.0,8.2,0.0,0.0,9.1,0,0,8.4,35.8,552.0,31.72,3.7,3.2,False,False,False,False,False,False,Auto
10,33.8,58.0,24.3,1.2,0.0,12.8,0,0,5.1,28.5,1682.0,39.0,4.6,4.4,False,False,False,False,False,False,Auto
15,27.1,19.0,1.8,0.0,0.0,14.8,0,1,7.8,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
17,6.4,96.0,5.9,0.0,0.0,8.9,0,0,4.4,44.6,272.0,41.8,4.5,4.9,False,False,False,False,False,True,eBike
21,20.0,64.0,13.0,0.0,0.0,1.8,0,0,5.4,41.2,778.0,40.0,4.4,4.2,False,True,False,False,False,False,Go Mini
4,35.3,42.0,20.3,0.0,0.0,19.9,0,1,17.1,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
16,35.4,16.0,5.3,0.0,0.0,11.1,0,0,3.6,19.8,913.0,18.91,4.9,4.7,True,False,False,False,False,False,Bike
10,24.5,25.0,3.3,0.0,0.0,9.5,0,1,8.9,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
6,26.2,62.0,18.4,0.0,0.0,3.3,0,0,4.8,18.3,328.0,45.52,3.9,3.0,True,False,False,False,False,False,Bike
20,15.3,97.0,14.7,0.0,0.0,5.4,0,0,5.8,32.8,610.0,48.81,3.8,4.3,True,False,False,False,False,False,Bike
6,35.3,19.0,8.4,0.0,0.0,9.1,0,0,12.0,18.0,438.0,8.82,3.8,4.6,False,False,False,False,False,False,Auto
14,24.2,59.0,15.7,0.0,0.0,3.9,0,0,12.1,36.8,369.0,41.84,4.6,4.9,True,False,False,False,False,False,Bike
20,23.1,91.0,21.5,0.3,0.0,13.6,0,1,19.7,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
2,24.2,84.0,21.4,0.1,0.0,11.1,0,0,6.9,18.7,483.0,46.84,4.2,4.7,False,True,False,False,False,False,Go Mini
17,26.7,91.0,25.2,0.0,0.0,24.5,0,0,12.3,28.3,179.0,26.53,4.2,4.6,False,False,False,False,False,False,Auto
5,16.4,74.0,11.7,0.0,0.0,4.5,0,0,10.8,36.9,1255.0,8.83,4.4,4.4,False,True,False,False,False,False,Go Mini
8,27.5,31.0,8.8,0.0,0.0,20.2,0,0,8.5,43.7,656.0,28.9,3.4,4.7,False,False,False,False,False,False,Auto
11,35.4,57.0,25.6,0.0,0.0,17.7,0,0,10.2,44.7,420.0,8.31,3.3,4.3,False,False,False,False,False,False,Auto
17,16.8,83.0,13.9,0.0,0.0,3.4,0,1,7.6,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
22,12.9,72.0,8.0,0.0,0.0,8.0,0,1,19.1,29.23264476803251,503.83101930240434,24.48038266169997,4.238222222222222,4.404481481481481,False,False,False,False,True,False,Uber XL
21,22.8,66.0,16.0,0.0,0.0,5.2,0,0,11.5,41.1,83.0,14.03,4.2,4.1,True,False,False,False,False,False,Bike
9,36.8,41.0,21.3,0.0,0.0,9.7,0,0,13.6,28.6,766.0,14.12,4.9,4.2,False,False,True,False,False,False,Go Sedan
6,27.2,89.0,25.2,0.9,0.0,8.2,0,1,19.4,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
8,45.5,7.0,1.6,0.0,0.0,17.9,0,1,9.0,24.5,286.0,9.28,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
17,23.8,79.0,19.8,0.0,0.0,9.5,0,0,12.1,23.7,139.0,43.26,4.7,3.8,False,False,True,False,False,False,Go Sedan
12,17.6,71.0,12.2,0.0,0.0,8.9,0,0,6.7,21.9,420.0,21.86,4.6,3.9,False,False,False,True,False,False,Premier Sedan
20,5.4,100.0,5.4,0.0,0.0,6.9,0,0,4.1,30.3,927.0,30.93,4.7,4.2,False,False,False,False,False,False,Auto
0,24.3,81.0,20.8,0.0,0.0,9.7,0,1,19.2,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
23,24.4,32.0,6.8,0.0,0.0,9.7,0,1,7.2,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
7,31.2,45.0,18.0,0.0,0.0,15.4,0,1,8.5,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
13,14.9,84.0,12.2,0.0,0.0,5.2,0,0,2.4,19.0,288.0,15.28,3.9,4.9,False,False,False,False,True,False,Uber XL
16,16.7,67.0,10.6,0.0,0.0,9.5,0,0,10.8,34.9,376.0,6.63,4.3,4.2,False,False,False,False,False,False,Auto
15,25.4,93.0,24.2,0.5,0.0,8.7,0,0,5.9,44.2,861.0,37.3,4.3,4.2,False,False,False,False,False,False,Auto
20,27.1,88.0,24.9,0.0,0.0,14.2,0,0,4.6,16.3,478.0,26.33,4.3,4.4,False,False,True,False,False,False,Go Sedan
16,25.1,70.0,19.3,0.0,0.0,6.2,0,0,4.1,37.1,416.0,20.05,3.8,4.1,False,False,True,False,False,False,Go Sedan
21,28.7,81.0,25.2,0.0,0.0,5.0,0,0,13.0,38.8,986.0,45.99,4.0,4.8,False,False,False,True,False,False,Premier Sedan
20,11.6,66.0,5.6,0.0,0.0,8.5,0,1,10.5,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
20,11.4,94.0,10.5,0.0,0.0,3.1,0,1,11.0,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
21,22.7,65.0,15.8,0.0,0.0,6.8,0,0,9.5,36.4,210.0,20.25,4.2,4.2,False,False,False,False,False,False,Auto
5,23.2,45.0,10.6,0.0,0.0,6.0,0,1,6.8,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
8,37.3,15.0,6.3,0.0,0.0,10.0,0,0,2.4,42.8,292.0,31.82,4.6,4.3,False,False,False,True,False,False,Premier Sedan
10,44.4,17.0,13.4,0.0,0.0,18.4,0,1,4.3,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
21,32.4,33.0,14.2,0.0,0.0,8.3,0,1,19.4,29.210539523212045,509.4071936428273,24.646159765788376,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
6,25.8,47.0,13.7,0.0,0.0,13.7,0,0,12.1,43.8,575.0,22.3,4.3,5.0,False,False,False,False,False,False,Auto
8,31.0,39.0,15.6,0.0,0.0,11.1,0,1,3.4,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
21,9.3,96.0,8.8,0.0,0.0,4.8,0,1,17.1,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
12,40.1,19.0,11.8,0.0,0.0,14.8,0,0,11.5,21.7,941.0,38.52,4.2,4.6,True,False,False,False,False,False,Bike
15,15.4,67.0,9.3,0.0,0.0,4.3,0,1,7.5,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
10,27.4,84.0,24.5,0.1,0.0,6.3,0,1,4.2,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
8,22.5,37.0,7.0,0.0,0.0,3.3,0,1,6.3,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
17,9.6,81.0,6.5,0.0,0.0,9.2,0,0,5.1,21.1,422.0,7.67,4.3,3.5,False,False,False,False,False,True,eBike
17,26.8,49.0,15.1,0.0,0.0,9.7,0,1,5.4,29.210539523212045,509.4071936428273,24.646159765788376,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
18,26.7,77.0,22.3,0.0,0.0,10.9,0,1,11.7,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
10,30.4,73.0,25.0,0.0,0.0,10.7,0,0,5.1,20.0,429.0,16.36,4.4,3.4,False,False,False,False,False,True,eBike
9,20.1,40.0,5.9,0.0,0.0,11.9,0,0,2.9,16.8,504.0,12.16,4.2,4.2,False,True,False,False,False,False,Go Mini
21,21.8,93.0,20.6,0.0,0.0,7.8,0,1,9.7,28.0,860.0,12.66,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
20,25.6,97.0,25.1,0.4,0.0,4.0,1,1,8.506528015659407,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
21,13.1,98.0,12.7,0.0,0.0,8.7,1,1,8.506528015659407,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
14,40.0,22.0,14.5,0.0,0.0,8.4,0,1,4.6,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
16,26.4,55.0,16.5,0.0,0.0,8.0,1,1,8.47023488071019,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
12,23.5,83.0,20.4,0.2,0.0,0.6,0,1,4.4,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
17,26.2,87.0,24.0,0.1,0.0,12.4,0,0,10.3,16.5,425.0,6.38,4.9,4.6,False,False,False,True,False,False,Premier Sedan
16,9.6,92.0,8.4,0.0,0.0,6.9,0,1,9.6,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
4,17.4,76.0,13.1,0.0,0.0,18.2,0,0,8.7,22.1,1218.0,33.12,4.5,4.1,True,False,False,False,False,False,Bike
15,28.3,85.0,25.5,0.0,0.0,14.5,0,1,7.4,28.8,132.0,4.26,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
5,25.2,63.0,17.8,0.0,0.0,15.7,0,0,9.4,31.9,222.0,46.74,4.7,4.2,False,False,False,True,False,False,Premier Sedan
8,32.3,71.0,26.4,0.1,0.0,13.0,0,1,8.6,24.3,87.0,12.18,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
15,39.4,11.0,3.7,0.0,0.0,8.9,0,0,4.6,31.5,950.0,38.97,3.4,4.3,False,False,True,False,False,False,Go Sedan
21,23.5,87.0,21.2,0.0,0.0,7.2,0,0,14.7,38.7,381.0,19.16,4.2,4.8,False,False,False,True,False,False,Premier Sedan
8,35.0,55.0,24.5,0.0,0.0,5.8,0,0,13.9,39.2,268.0,15.92,4.6,3.8,False,True,False,False,False,False,Go Mini
20,4.1,44.0,-7.1,0.0,0.0,8.3,1,1,8.506528015659407,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
16,15.5,47.0,4.3,0.0,0.0,6.7,0,0,13.4,20.2,681.0,44.67,4.1,3.9,False,False,False,False,False,False,Auto
20,30.8,20.0,5.6,0.0,0.0,10.9,0,1,6.2,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
10,36.5,9.0,-0.8,0.0,0.0,9.2,0,1,6.7,26.1,94.0,2.09,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
13,38.2,30.0,17.4,0.0,0.0,22.4,0,0,2.7,32.9,801.0,23.95,4.3,3.9,False,True,False,False,False,False,Go Mini
18,27.9,86.0,25.4,0.0,0.0,7.1,0,0,14.3,30.3,646.0,7.8,5.0,4.1,False,False,True,False,False,False,Go Sedan
23,6.0,100.0,6.0,0.0,0.0,6.7,1,1,8.446660167213212,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
14,30.4,20.0,5.2,0.0,0.0,6.8,0,0,9.6,27.1,141.0,33.96,3.8,4.9,False,False,True,False,False,False,Go Sedan
10,43.0,18.0,13.3,0.0,0.0,1.1,0,0,6.0,21.5,469.0,3.78,3.1,4.2,True,False,False,False,False,False,Bike
16,10.9,92.0,9.7,0.0,0.0,9.9,0,0,10.1,15.2,604.0,41.97,4.7,4.5,False,False,False,False,False,False,Auto
22,-0.7,24.0,-18.8,0.0,0.0,5.8,0,1,3.5,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
6,29.2,64.0,21.7,0.2,0.0,10.4,0,0,9.4,20.3,504.0,16.89,4.3,3.4,True,False,False,False,False,False,Bike
14,37.6,11.0,2.4,0.0,0.0,12.7,0,0,10.5,27.7,1836.0,33.34,4.3,4.8,False,True,False,False,False,False,Go Mini
20,20.0,80.0,16.5,0.0,0.0,5.9,0,0,7.7,31.9,287.0,5.3,3.7,4.2,False,True,False,False,False,False,Go Mini
19,29.7,23.0,6.2,0.0,0.0,12.6,0,1,11.8,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
15,12.6,86.0,10.2,0.0,0.0,7.3,0,1,9.2,29.210539523212045,509.4071936428273,24.646159765788376,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
19,3.6,55.0,-4.5,0.0,0.0,2.8,0,0,12.0,23.1,265.0,7.34,4.8,4.6,False,False,True,False,False,False,Go Sedan
8,29.4,70.0,23.4,0.3,0.0,20.5,0,0,8.7,16.8,1280.0,10.56,4.5,3.2,False,False,False,True,False,False,Premier Sedan
16,25.8,25.0,4.3,0.0,0.0,8.0,0,1,4.1,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
13,31.0,33.0,12.7,0.0,0.0,9.8,0,1,5.7,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
5,29.8,56.0,20.0,0.0,0.0,4.9,0,0,4.2,17.1,1051.0,36.61,4.3,5.0,False,False,True,False,False,False,Go Sedan
10,31.2,72.0,25.5,0.8,0.0,8.9,0,0,6.0,15.9,236.0,17.45,4.2,4.9,False,False,False,False,False,False,Auto
12,23.6,70.0,17.9,0.0,0.0,6.8,0,0,2.4,33.8,1303.0,30.62,4.2,3.8,True,False,False,False,False,False,Bike
10,29.0,82.0,25.7,8.2,0.0,15.6,0,0,7.6,32.5,666.0,7.78,4.2,3.7,False,True,False,False,False,False,Go Mini
6,31.5,74.0,26.3,0.2,0.0,5.3,0,0,11.3,34.8,582.0,13.3,3.3,4.2,False,False,False,False,False,False,Auto
2,26.5,33.0,9.0,0.0,0.0,3.3,0,0,7.6,31.4,126.0,42.45,4.1,3.7,True,False,False,False,False,False,Bike
20,26.3,97.0,25.8,0.0,0.0,4.0,0,0,14.1,17.7,75.0,10.87,4.9,3.7,False,True,False,False,False,False,Go Mini
19,19.6,59.0,11.3,0.0,0.0,0.9,0,0,6.3,33.8,927.0,31.34,4.3,4.9,False,False,False,True,False,False,Premier Sedan
11,30.6,45.0,17.2,0.0,0.0,12.5,0,0,13.1,34.1,205.0,37.76,4.9,4.2,True,False,False,False,False,False,Bike
7,41.2,22.0,15.3,0.0,0.0,18.8,0,0,9.4,28.0,969.0,10.03,4.3,4.1,True,False,False,False,False,False,Bike
23,35.1,33.0,16.5,0.0,0.0,17.3,1,1,8.47023488071019,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
15,8.0,73.0,3.5,0.0,0.0,4.5,0,0,6.4,44.6,162.0,47.92,4.7,4.8,False,True,False,False,False,False,Go Mini
17,13.4,83.0,10.7,0.0,0.0,5.8,0,0,6.4,25.0,418.0,15.05,4.0,4.3,False,True,False,False,False,False,Go Mini
18,26.0,97.0,25.4,0.0,0.0,6.5,0,0,8.9,26.2,815.0,34.77,3.8,4.4,False,False,False,False,False,False,Auto
18,23.2,39.0,8.4,0.0,0.0,11.1,0,1,9.2,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
10,25.0,33.0,7.7,0.0,0.0,15.1,0,0,3.1,34.1,552.0,46.87,3.8,4.5,True,False,False,False,False,False,Bike
17,24.4,91.0,22.8,0.0,0.0,8.4,0,0,6.8,40.1,387.0,29.11,3.6,4.9,False,False,False,False,False,True,eBike
10,33.2,61.0,24.8,0.0,0.0,9.5,0,1,13.3,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
17,17.0,65.0,10.5,0.0,0.0,9.3,0,0,5.9,43.4,1168.0,17.31,4.2,4.6,False,True,False,False,False,False,Go Mini
19,9.9,91.0,8.6,0.0,0.0,7.2,0,0,8.7,31.2,462.0,41.65,4.6,4.1,False,False,False,False,False,False,Auto
18,16.5,96.0,15.8,0.0,0.0,9.0,0,1,5.8,16.7,409.0,3.63,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
12,30.6,60.0,21.9,0.0,0.0,22.2,0,0,2.4,36.3,469.0,24.2,3.1,5.0,False,False,False,False,False,True,eBike
18,22.1,92.0,20.7,0.0,0.0,6.8,0,0,12.4,18.5,966.0,43.63,4.6,3.7,False,False,True,False,False,False,Go Sedan
18,22.3,85.0,19.7,0.0,0.0,7.4,0,1,3.5,29.23264476803251,503.83101930240434,24.48038266169997,4.238222222222222,4.404481481481481,False,False,False,False,True,False,Uber XL
20,24.6,97.0,24.1,1.1,0.0,7.3,0,1,11.0,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
22,31.8,31.0,12.7,0.0,0.0,5.4,0,1,4.2,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
15,26.4,94.0,25.3,0.0,0.0,10.6,0,0,12.9,30.9,95.0,29.64,5.0,4.3,False,False,False,False,False,False,Auto
9,17.4,57.0,8.7,0.0,0.0,6.7,0,0,11.4,33.0,104.0,46.07,4.5,4.2,False,True,False,False,False,False,Go Mini
16,30.2,74.0,25.0,0.0,0.0,9.3,0,0,2.8,38.5,577.0,48.8,4.1,3.7,False,False,False,False,False,False,Auto
9,25.6,54.0,15.6,0.0,0.0,4.0,0,0,8.8,22.5,211.0,34.02,4.9,4.5,False,False,False,False,False,False,Auto
18,34.0,36.0,17.0,0.0,0.0,13.2,0,0,3.3,44.0,510.0,37.05,4.6,4.9,False,False,False,False,False,False,Auto
11,41.1,13.0,7.0,0.0,0.0,14.5,1,1,8.47023488071019,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
17,25.6,90.0,23.8,0.0,0.0,2.7,0,0,14.5,28.4,470.0,30.09,4.4,4.2,True,False,False,False,False,False,Bike
19,9.0,90.0,7.5,0.0,0.0,7.7,0,1,4.8,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
